UqID,ID,Region,Location,Contract Type,Property Type,Years,Bedrooms,Bathrooms,Land Size (SQM),Build Size (SQM),FSR,Price IDR,Price ($),Price/SQM ($),Price/Year ($),Availability,Sold Date,Scrape Date,Days listed,Off plan
235,LAZ111721,North Badung,Canggu,Leasehold,Villa,,2,2,118,,,6391150000,418471,,,Sold,Sep/23,Mar/23,,Off Plan
236,LAZ108906,Tabanan,Kedungu,Leasehold,Villa,,2,2,445,,,13000000000,851197,,,Sold,Aug/23,Mar/23,,Off Plan
237,LAZ117363,Mengwi,Tumbak Bayuh,Leasehold,Villa,,2,2,76,,,2700000000,182072,,,Sold,Sep/23,Apr/23,153,Off Plan
238,,North Badung,Canggu,Leasehold,Villa,,2,2,,,,4204200000,283507,,,Available,,Apr/23,,Available
239,,North Badung,Berawa,Leasehold,Villa,,2,2,,,,4689300000,316219,,,Available,,Apr/23,,Available
240,,South Badung,Uluwatu,Leasehold,Villa,,2,,,,,4851000000,327123,,,Available,,Apr/23,,Available
241,LAZ116149,North Badung,Kerobokan,Leasehold,Villa,,2,2,330,,,1560520500,105271,,,Sold,Sep/23,May/23,,Available
242,LAZ96310,North Badung,Canggu,Leasehold,Villa,,2,2,99,,,2979974400,201027,,,Sold,Aug/23,May/23,92,Off Plan
243,LAZ112420,Mengwi,Tumbak Bayuh,Leasehold,Villa,,2,2,100,,,3295695272,222325,,,Sold,Oct/23,May/23,,Off Plan
244,LAZ113879,Mengwi,Tumbak Bayuh,Leasehold,Villa,,2,3,140,,,4100000000,276583,,,Sold,Sep/23,May/23,,Available
245,,Denpasar,Sanur,Leasehold,Villa,,2,2,,,,4215877974,284400,,,Available,,May/23,,Available
246,,North Badung,Berawa,Leasehold,Villa,,2,2,,,,5982900000,403602,,,Available,,May/23,,Available
247,,North Badung,Umalas,Leasehold,Villa,,2,3,,,,8893500000,599948,,,Available,,May/23,,Available
248,,North Badung,Canggu,Leasehold,Villa,,2,,,,,2300000000,153993,,,Available,,Jun/23,,Available
249,V009-1292,Mengwi,Pererenan,Leasehold,Villa,,2,2,300,,,2500000000,167384,,,Sold,Jul/23,Jun/23,30,Available
250,,North Badung,Canggu,Leasehold,Villa,,2,,,,,2539631737,170038,,,Available,,Jun/23,,Available
251,,Central Badung,Seminyak,Leasehold,Villa,,2,2,,,,2587200000,173223,,,Available,,Jun/23,,Available
252,LAZ113541,Mengwi,Tumbak Bayuh,Leasehold,Villa,,2,2,240,,,3576830219,239482,,,Sold,Oct/23,Jun/23,,Off Plan
253,LAZ111719,North Badung,Berawa,Leasehold,Villa,,2,2,112,,,4964087484,332364,,,Sold,Oct/23,Jun/23,,Off Plan
254,LAZ117554,Gianyar,Ubud,Leasehold,Villa,,2,2,199,,,4048623000,269319,,,Sold,Aug/23,Jul/23,31,Off Plan
255,LAZ116704,South Badung,Bingin,Leasehold,Villa,,2,2,224,,,7577693526,504077,,,Sold,Oct/23,Jul/23,,Off Plan
256,UR2054B,Tabanan,Nyanyi,Leasehold,Villa,,2,2,215,,,5240732024,335000,,,Available,,Feb/24,,Off Plan
257,SA419L,Denpasar,Sanur,Leasehold,Villa,,2,,130,,,2000000000,122775,,,Available,,Mar/25,,Available
258,CA888L,North Badung,Canggu,Leasehold,Villa,,2,,1,,,2550000000,156453,,,Available,,Jul/25,,Available
259,CA887L,North Badung,Canggu,Leasehold,Villa,,2,,1,,,3200000000,196333,,,Available,,Jul/25,,Available
260,SC818L,Mengwi,Cemagi,Leasehold,Villa,,2,,1,,,3370000000,206764,,,Available,,Jul/25,,Available
261,FHV497,North Badung,Umalas,Leasehold,Villa,,2,1,117,,,3500000000,212250,,,Available,,Aug/25,,Available
262,BB-V2237,South Badung,Balangan,Leasehold,Villa,,2,2,183,,,3600000000,216022,,,Available,,Sep/25,,Available
263,BB-B896,North Badung,Berawa,Leasehold,Villa,,2,2,150,,,3650000000,219022,,,Available,,Sep/25,,Available
264,BB-V2242,North Badung,Kerobokan,Leasehold,Villa,,2,2,147,,,4085000000,245125,,,Available,,Sep/25,,Available
265,BB-V2240,Tabanan,Tanah Lot,Leasehold,Villa,,2,2,230,,,4100000000,246025,,,Available,,Sep/25,,Available
266,BB-V2253,Gianyar,Ubud,Leasehold,Villa,,2,2,220,,,4190000000,251425,,,Available,,Sep/25,,Available
267,BB-V2263,North Badung,Berawa,Leasehold,Villa,,2,2,103,,,4700000000,282028,,,Available,,Sep/25,,Available
268,BB-V2261,North Badung,Kerobokan,Leasehold,Villa,,2,2,170,,,4995000000,299730,,,Available,,Sep/25,,Available
269,BB-V2275,Mengwi,Cemagi,Leasehold,Villa,,2,2,167,,,4500000000,270595,,,Available,,Oct/25,,Available
270,BB-V2278,North Badung,Canggu,Leasehold,Villa,,2,2,75,,,3010000000,180727,,,Available,,Nov/25,,Available
271,BB-V2274,Tabanan,Tanah Lot,Leasehold,Villa,,2,2,250,,,3800000000,228160,,,Available,,Nov/25,,Available
272,BB-B901,North Badung,Kerobokan,Leasehold,Villa,,2,2,159,,,4200000000,252177,,,Available,,Nov/25,,Available
273,V009-0663,North Badung,Canggu,Freehold,Villa,,3,3,200,,,1900000000,124590,,,Sold,Mar/23,Jan/23,59,Available
274,V006-1098,North Badung,Kerobokan,Freehold,Villa,,3,3,139,,,2200000000,144262,,,Sold,Apr/23,Jan/23,90,Available
275,V006-1091,North Badung,Kerobokan,Freehold,Villa,,3,3,140,,,2575000000,168852,,,Sold,Jun/23,Jan/23,151,Available
276,V009-0516,Mengwi,Pererenan,Freehold,Villa,,3,3,300,,,3000000000,196721,,,Sold,Jan/23,Jan/23,,Available
277,LAZ100053,South Badung,Jimbaran,Freehold,Villa,,3,2,195,,,3400000000,222950,,,Sold,Aug/23,Jan/23,212,Available
278,V001-1383,Central Badung,Seminyak,Freehold,Villa,,3,3,160,,,3800000000,249180,,,Sold,Apr/23,Jan/23,90,Available
279,V006-0570,North Badung,Berawa,Freehold,Villa,,3,3,400,,,4100000000,268852,,,Sold,Mar/23,Jan/23,59,Available
280,V011-0846,Central Badung,Seminyak,Freehold,Villa,,3,2,140,,,4500000000,295081,,,Sold,Jan/23,Jan/23,,Available
281,VSE503F,Central Badung,Seminyak,Freehold,Villa,,3,2,140,,,4605514381,302000,,,Sold,Apr/23,Jan/23,90,Available
282,V006-1278,Central Badung,Seminyak,Freehold,Villa,,3,3,280,,,5000000000,327868,,,Sold,Jun/23,Jan/23,151,Available
283,,North Badung,Berawa,Freehold,Villa,,3,3,,,,5179251000,339622,,,Available,,Jan/23,,Available
284,V005-3008,Mengwi,Tumbak Bayuh,Freehold,Villa,,3,2,525,,,6300000000,413113,,,Sold,Jul/23,Jan/23,181,Available
285,V005-1022,North Badung,Canggu,Freehold,Villa,,3,3,,,,6500000000,426228,,,Sold,Jan/23,Jan/23,,Available
286,,North Badung,Canggu,Freehold,Villa,,3,3,,,,6869016000,450426,,,Available,,Jan/23,,Available
287,,North Badung,Berawa,Freehold,Villa,,3,3,,,,8455293000,554444,,,Available,,Jan/23,,Available
288,,North Badung,Berawa,Freehold,Villa,,3,3,,,,12682131000,831613,,,Available,,Jan/23,,Available
289,,South Badung,Uluwatu,Freehold,Villa,,3,3,,,,12936000000,848260,,,Available,,Jan/23,,Available
290,LAZ116011,North Badung,Kerobokan,Freehold,Villa,,3,3,518,,,14000000000,918030,,,Sold,Aug/23,Jan/23,,Available
291,LAZ97540,North Badung,Berawa,Freehold,Villa,,3,3,400,,,14300000000,937702,,,Sold,Aug/23,Jan/23,212,Available
292,LAZ79626,Tabanan,Nyanyi,Freehold,Villa,,3,3,2160,,,15000000000,983603,,,Sold,Sep/23,Jan/23,243,Available
293,,North Badung,Berawa,Freehold,Villa,,3,3,,,,15853068000,1039542,,,Available,,Jan/23,,Available
294,,South Badung,Uluwatu,Freehold,Villa,,3,3,,,,19024005000,1247472,,,Available,,Jan/23,,Available
295,V019-2569,North Badung,Padonan,Freehold,Villa,,3,3,160,,,2200000000,145410,,,Sold,Feb/23,Feb/23,,Available
296,V005-0071,North Badung,Padonan,Freehold,Villa,,3,3,300,,,2500000000,165238,,,Sold,Sep/23,Feb/23,212,Available
297,VCA467F,North Badung,Canggu,Freehold,Villa,,3,3,317,,,3706764250,245000,,,Sold,Mar/23,Feb/23,28,Available
298,VCA1665F,North Badung,Berawa,Freehold,Villa,,3,4,205,,,3858060750,255000,,,Sold,Apr/23,Feb/23,59,Available
299,V005-4406,North Badung,Padonan,Freehold,Villa,,3,3,83,,,3900000000,257772,,,Sold,Jan/23,Feb/23,,Off Plan
300,V002-0707,North Badung,Canggu,Freehold,Villa,,3,3,190,,,4100000000,270991,,,Sold,May/23,Feb/23,89,Available
301,VUM426Y,North Badung,Berawa,Freehold,Villa,,3,3,175,,,4569154300,302000,,,Sold,Jun/23,Feb/23,120,Available
302,,North Badung,Canggu,Freehold,Villa,,3,2,,,,4755597000,314323,,,Available,,Feb/23,,Available
303,LAZ113882,Mengwi,Pererenan,Freehold,Villa,,3,3,200,,,5500000000,363525,,,Sold,Sep/23,Feb/23,,Available
304,VCA132F,North Badung,Berawa,Freehold,Villa,,3,3,350,,,6036730350,399000,,,Sold,Jun/23,Feb/23,120,Available
305,V011-1815,Central Badung,Seminyak,Freehold,Villa,,3,3,174,,,6325000000,418053,,,Available,,Feb/23,,Available
306,,Mengwi,Pererenan,Freehold,Villa,,3,3,,,,6869016000,454010,,,Available,,Feb/23,,Available
307,VUL1096Y,South Badung,Pecatu,Freehold,Villa,,3,3,271,,,6883990750,455000,,,Sold,May/23,Feb/23,89,Available
308,V009-0742,Mengwi,Pererenan,Freehold,Villa,,3,4,550,,,7500000000,495715,,,Sold,Jun/23,Feb/23,120,Available
309,V001-0745,North Badung,Umalas,Freehold,Villa,,3,3,300,,,7500000000,495715,,,Sold,Jul/23,Feb/23,150,Available
310,VSE770F,Central Badung,Seminyak,Freehold,Villa,,3,3,380,,,7595084300,502000,,,Sold,Apr/23,Feb/23,59,Available
311,VCA1190FY,North Badung,Berawa,Freehold,Villa,,3,3,250,,,8109492400,536000,,,Sold,Sep/23,Feb/23,212,Available
312,,Mengwi,Cemagi,Freehold,Villa,,3,3,,,,8662511550,572552,,,Available,,Feb/23,,Available
313,,Mengwi,Cemagi,Freehold,Villa,,3,3,,,,8984052000,593804,,,Available,,Feb/23,,Available
314,VSA2251F,Denpasar,Sanur,Freehold,Villa,,3,4,660,,,9047530700,598000,,,Sold,Jul/23,Feb/23,150,Available
315,,North Badung,Berawa,Freehold,Villa,,3,4,,,,10510500000,694696,,,Available,,Feb/23,,Available
316,,North Badung,Berawa,Freehold,Villa,,3,3,,,,10568712000,698543,,,Available,,Feb/23,,Available
317,VSE361F,Central Badung,Seminyak,Freehold,Villa,,3,3,600,,,12103720000,800000,,,Sold,Jan/23,Feb/23,,Available
318,,South Badung,Uluwatu,Freehold,Villa,,3,3,,,,12936000000,855010,,,Available,,Feb/23,,Available
319,V006-2062,North Badung,Kerobokan,Freehold,Villa,,3,2,150,,,1365000000,89376,,,Sold,Jul/23,Mar/23,122,Available
320,V012-1787,Denpasar,Sanur,Freehold,Villa,,3,3,100,,,1650000000,108036,,,Sold,May/23,Mar/23,61,Available
321,,Other,Lovina,Freehold,Villa,,3,,,,,2508000000,164215,,,Available,,Mar/23,,Available
322,V009-0717,Mengwi,Pererenan,Freehold,Villa,,3,3,143,,,3200000000,209525,,,Sold,Apr/23,Mar/23,31,Available
323,VKE510F,North Badung,Kerobokan,Freehold,Villa,,3,3,290,,,3283613095,215000,,,Sold,Jul/23,Mar/23,122,Available
324,V005-0189,North Badung,Canggu,Freehold,Villa,,3,3,400,,,4000000000,261907,,,Sold,Jul/23,Mar/23,122,Available
325,VKE502F,North Badung,Kerobokan,Freehold,Villa,,3,2,262,,,4612330952,302000,,,Sold,Feb/23,Mar/23,,Available
326,V011-1662,Central Badung,Seminyak,Freehold,Villa,,3,3,210,,,5000000000,327383,,,Sold,Jan/23,Mar/23,,Available
327,V005-0992,North Badung,Berawa,Freehold,Villa,,3,3,360,,,5600000000,366669,,,Sold,Jan/23,Mar/23,,Available
328,V009-1028,Mengwi,Tumbak Bayuh,Freehold,Villa,,3,3,350,,,6300000000,412503,,,Available,,Mar/23,,Available
329,,South Badung,Ungasan,Freehold,Villa,,3,,,,,6401902500,419175,,,Available,,Mar/23,,Available
330,V005-2835,North Badung,Canggu,Freehold,Villa,,3,3,392,,,6825000000,446878,,,Sold,Apr/23,Mar/23,31,Available
331,V015-3662,Mengwi,Cemagi,Freehold,Villa,,3,3,186,,,6975000000,456700,,,Available,,Mar/23,,Available
332,,Mengwi,Pererenan,Freehold,Villa,,3,3,,,,7346031000,480994,,,Available,,Mar/23,,Available
333,,North Badung,Canggu,Freehold,Villa,,3,3,,,,7390207440,483886,,,Available,,Mar/23,,Available
334,V005-3768,North Badung,Berawa,Freehold,Villa,,3,3,495,,,7900000000,517266,,,Sold,Jan/23,Mar/23,,Available
335,V011-3257,Central Badung,Seminyak,Freehold,Villa,,3,3,280,,,7900000000,517266,,,Sold,Jan/23,Mar/23,,Available
336,,Central Badung,Seminyak,Freehold,Villa,,3,3,,,,8085000000,529379,,,Available,,Mar/23,,Available
337,V009-0839,Mengwi,Pererenan,Freehold,Villa,,3,3,500,,,8500000000,556552,,,Sold,Jul/23,Mar/23,122,Available
338,UR0451,Tabanan,Kedungu,Freehold,Villa,,3,3,753,,,8858119048,580000,,,Available,,Mar/23,,Available
339,,Tabanan,Kedungu,Freehold,Villa,,3,,,,,9378600000,614079,,,Available,,Mar/23,,Available
340,19742,Gianyar,Other Gianyar,Freehold,Villa,,3,3,582,,,11900000000,779172,,,Sold,Jan/25,Mar/23,672,Available
341,LAZ116032,Denpasar,Sanur,Freehold,Villa,,3,4,895,,,11900000000,779172,,,Sold,Aug/23,Mar/23,,Available
342,VJI646F,South Badung,Jimbaran,Freehold,Villa,,3,2,135,,,2343027143,158000,,,Sold,May/23,Apr/23,30,Available
343,V011-0306,Central Badung,Seminyak,Freehold,Villa,,3,3,152,,,3000000000,202302,,,Sold,May/23,Apr/23,30,Available
344,,South Badung,Uluwatu,Freehold,Villa,,3,3,,,,3117576000,210231,,,Available,,Apr/23,,Available
345,V009-1687,Mengwi,Pererenan,Freehold,Villa,,3,3,180,,,3280000000,221184,,,Sold,May/23,Apr/23,30,Available
346,V006-3121,North Badung,Canggu,Freehold,Villa,,3,3,648,,,3700000000,249506,,,Sold,Jun/23,Apr/23,61,Available
347,V006-3652,North Badung,Kerobokan,Freehold,Villa,,3,3,318,,,4500000000,303454,,,Sold,Jan/23,Apr/23,,Available
348,V004-0714,North Badung,Berawa,Freehold,Villa,,3,4,300,,,5200000000,350657,,,Sold,Jul/23,Apr/23,91,Available
349,V001-2690,North Badung,Umalas,Freehold,Villa,,3,3,200,,,5200000000,350657,,,Sold,Jun/23,Apr/23,61,Available
350,V010-0458,Central Badung,Seminyak,Freehold,Villa,,3,4,250,,,5432500000,366336,,,Sold,Feb/23,Apr/23,,Available
351,V005-2834,North Badung,Canggu,Freehold,Villa,,3,3,383,,,6825000000,460238,,,Sold,May/23,Apr/23,30,Available
352,,North Badung,Canggu,Freehold,Villa,,3,3,,,,7418796000,500280,,,Available,,Apr/23,,Available
353,VCA1427F,Mengwi,Cemagi,Freehold,Villa,,3,2,908,,,8348887857,563000,,,Sold,Jul/23,Apr/23,91,Available
354,V009-1901,Mengwi,Pererenan,Freehold,Villa,,3,3,500,,,8500000000,573190,,,Sold,Jun/23,Apr/23,61,Available
355,DM0116,North Badung,Berawa,Freehold,Villa,,3,3,350,,,8823425000,595000,,,Available,,Apr/23,,Available
356,,Denpasar,Sanur,Freehold,Villa,,3,,,,,9006690000,607358,,,Available,,Apr/23,,Available
357,,North Badung,Canggu,Freehold,Villa,,3,3,,,,9516045000,641706,,,Available,,Apr/23,,Available
358,VSE738F,Central Badung,Seminyak,Freehold,Villa,,3,3,550,,,9639035714,650000,,,Sold,Apr/23,Apr/23,,Available
359,BR139178,North Badung,Berawa,Freehold,Villa,,3,3,250,,,11630608786,784300,,,Sold,Dec/24,Apr/23,610,Available
360,LAZ102673,Central Badung,Seminyak,Freehold,Villa,,3,3,1100,,,30513702189,2057665,,,Sold,Oct/23,Apr/23,183,Available
361,,South Badung,Nusa Dua,Freehold,Villa,,3,,,,,33310200000,2246244,,,Available,,Apr/23,,Available
362,V006-2521,North Badung,Kerobokan,Freehold,Villa,,3,2,125,,,1850000000,124800,,,Sold,Apr/23,May/23,,Available
363,V009-0165,Mengwi,Pererenan,Freehold,Villa,,3,3,143,,,3250000000,219242,,,Sold,Feb/23,May/23,,Available
364,V009-0525,North Badung,Umalas,Freehold,Villa,,3,3,250,,,3650000000,246226,,,Sold,Jul/23,May/23,61,Available
365,V009-0022,Mengwi,Tumbak Bayuh,Freehold,Villa,,3,3,275,,,3700000000,249599,,,Sold,Jan/23,May/23,,Available
366,V002-1402,North Badung,Umalas,Freehold,Villa,,3,2,250,,,4500000000,303566,,,Sold,Sep/23,May/23,123,Available
367,V004-0396,North Badung,Berawa,Freehold,Villa,,3,3,400,,,4900000000,330550,,,Sold,Apr/23,May/23,,Available
368,V011-1051,Central Badung,Seminyak,Freehold,Villa,,3,3,220,,,5000000000,337296,,,Sold,Jun/23,May/23,31,Available
369,V001-2761,North Badung,Umalas,Freehold,Villa,,3,3,250,,,6500000000,438485,,,Sold,Feb/23,May/23,,Available
370,LAZ115288,North Badung,Canggu,Freehold,Villa,,3,3,183,,,6595000000,444893,,,Sold,Sep/23,May/23,,Available
371,,North Badung,Canggu,Freehold,Villa,,3,3,,,,6710550000,452688,,,Available,,May/23,,Available
372,V009-0688,Mengwi,Pererenan,Freehold,Villa,,3,4,700,,,7000000000,472214,,,Sold,Jun/23,May/23,31,Available
373,,North Badung,Umalas,Freehold,Villa,,3,3,,,,7292670000,491958,,,Available,,May/23,,Available
374,,North Badung,Berawa,Freehold,Villa,,3,3,,,,10568712000,712957,,,Available,,May/23,,Available
375,V005-1912,North Badung,Berawa,Freehold,Villa,,3,3,600,,,11000000000,742051,,,Sold,Mar/23,May/23,,Available
376,VSA1197FY,Denpasar,Sanur,Freehold,Villa,,3,3,895,,,11814546864,797000,,,Sold,Aug/23,May/23,92,Available
377,,North Badung,Umalas,Freehold,Villa,,3,3,,,,13739649000,926866,,,Available,,May/23,,Available
378,DM0114,North Badung,Berawa,Freehold,Villa,,3,4,,,,16306150000,1100000,,,Available,,May/23,,Available
379,,North Badung,Berawa,Freehold,Villa,,3,3,,,,24255000000,1636223,,,Available,,May/23,,Available
380,V005-2400,North Badung,Padonan,Freehold,Villa,,3,4,113,,,1600000000,107126,,,Sold,Jan/23,Jun/23,,Available
381,V008-3724,North Badung,Padonan,Freehold,Villa,,3,3,270,,,3800000000,254424,,,Sold,Jul/23,Jun/23,30,Available
382,,Other,Other,Freehold,Villa,,3,,,,,4373985000,292854,,,Available,,Jun/23,,Available
383,,Mengwi,Buduk,Freehold,Villa,,3,,,,,4851000000,324792,,,Available,,Jun/23,,Available
384,,North Badung,Berawa,Freehold,Villa,,3,3,,,,4862319000,325550,,,Available,,Jun/23,,Available
385,V011-1672,Central Badung,Seminyak,Freehold,Villa,,3,3,210,,,5000000000,334768,,,Sold,Jul/23,Jun/23,30,Available
386,,North Badung,Canggu,Freehold,Villa,,3,3,,,,6552084000,438686,,,Available,,Jun/23,,Available
387,,North Badung,Canggu,Freehold,Villa,,3,2,,,,6652338000,445399,,,Available,,Jun/23,,Available
388,V001-0055,North Badung,Umalas,Freehold,Villa,,3,3,370,,,6700000000,448590,,,Sold,Mar/23,Jun/23,,Available
389,VCA448Y,Mengwi,Pererenan,Freehold,Villa,,3,4,1160,,,7004841168,469000,,,Sold,Mar/23,Jun/23,,Available
390,VCA1483F,Mengwi,Cemagi,Freehold,Villa,,3,3,372,,,7258747991,486000,,,Sold,Feb/23,Jun/23,,Available
391,V015-0416,Mengwi,Cemagi,Freehold,Villa,,3,3,400,,,7500000000,502153,,,Available,,Jun/23,,Available
392,VCA425F,North Badung,Berawa,Freehold,Villa,,3,3,625,,,7900982895,529000,,,Sold,Apr/23,Jun/23,,Available
393,,North Badung,Kerobokan,Freehold,Villa,,3,3,,,,7926534000,530711,,,Available,,Jun/23,,Available
394,,North Badung,Umalas,Freehold,Villa,,3,3,,,,7926534000,530711,,,Available,,Jun/23,,Available
395,,South Badung,Uluwatu,Freehold,Villa,,3,2,,,,8877330000,594370,,,Available,,Jun/23,,Available
396,,Tabanan,Other Tabanan,Freehold,Villa,,3,3,,,,8984052000,601515,,,Available,,Jun/23,,Available
397,V005-1287,North Badung,Berawa,Freehold,Villa,,3,3,400,,,9122500000,610785,,,Sold,Mar/23,Jun/23,,Available
398,VCA1249F,Mengwi,Pererenan,Freehold,Villa,,3,4,400,,,9499102309,636000,,,Sold,May/23,Jun/23,,Available
399,V005-2821,Mengwi,Tumbak Bayuh,Freehold,Villa,,3,3,385,,,9500000000,636060,,,Sold,Jan/23,Jun/23,,Available
400,,North Badung,Berawa,Freehold,Villa,,3,3,,,,9511194000,636810,,,Available,,Jun/23,,Available
401,,South Badung,Uluwatu,Freehold,Villa,,3,3,,,,10146675000,679357,,,Available,,Jun/23,,Available
402,VSE1147FY,Central Badung,Seminyak,Freehold,Villa,,3,3,585,,,11799199409,790000,,,Sold,Apr/23,Jun/23,,Available
